document,topic,gamma,outlet,date
text3639,11,0.3426750635126526,breitbart,2018-11-19
text3640,12,0.3158200318001792,breitbart,2018-11-19
text10721,12,0.23979299170407709,foxnews,2018-11-19
text16870,12,0.383429452558691,nytimes,2018-11-19
text10710,14,0.634419743337568,foxnews,2018-11-19
text10795,14,0.46139709047389876,foxnews,2018-11-19
text10880,14,0.5168022778622842,foxnews,2018-11-19
text16907,14,0.5694470558919509,nytimes,2018-11-19
text3724,1,0.5611844755420051,breitbart,2018-11-20
text3729,1,0.6942995450023423,breitbart,2018-11-20
text3760,1,0.3736626408769592,breitbart,2018-11-20
text3811,1,0.6377364302996213,breitbart,2018-11-20
text3719,2,0.4302325766966283,breitbart,2018-11-20
text10842,2,0.757200041097004,foxnews,2018-11-20
text10852,2,0.8328767730136454,foxnews,2018-11-20
text10854,2,0.7205692728088099,foxnews,2018-11-20
text10855,2,0.3858104722257152,foxnews,2018-11-20
text10879,2,0.4344210136313859,foxnews,2018-11-20
text10893,2,0.776930352593893,foxnews,2018-11-20
text10911,2,0.6880769207930716,foxnews,2018-11-20
text10921,2,0.41635468291820293,foxnews,2018-11-20
text10934,2,0.6003032356638696,foxnews,2018-11-20
text10961,2,0.5899737262417495,foxnews,2018-11-20
text10967,2,0.42399601343142534,foxnews,2018-11-20
text10969,2,0.7655131804192395,foxnews,2018-11-20
text10982,2,0.9136948447392577,foxnews,2018-11-20
text10983,2,0.8157492056276788,foxnews,2018-11-20
text10984,2,0.681103859402881,foxnews,2018-11-20
text10985,2,0.8678916690412695,foxnews,2018-11-20
text11000,2,0.34642028185917256,foxnews,2018-11-20
text11016,2,0.645164305948554,foxnews,2018-11-20
text11034,2,0.41870210049805756,foxnews,2018-11-20
text11131,2,0.34287047855600566,foxnews,2018-11-20
text11145,2,0.5020002720010581,foxnews,2018-11-20
text16964,2,0.5024356629498054,nytimes,2018-11-20
text17092,2,0.4056045644582573,nytimes,2018-11-20
text10832,3,0.7597191032385533,foxnews,2018-11-20
text10885,3,0.26499257315781866,foxnews,2018-11-20
text10886,3,0.22337229816908402,foxnews,2018-11-20
text10924,3,0.5134902785972457,foxnews,2018-11-20
text11105,3,0.2574139036443195,foxnews,2018-11-20
text16988,3,0.7039233775274811,nytimes,2018-11-20
text17002,3,0.7063297549357225,nytimes,2018-11-20
text17169,3,0.6234242097310101,nytimes,2018-11-20
text17373,3,0.758246278119045,nytimes,2018-11-20
text16927,4,0.3321406937852284,nytimes,2018-11-20
text16930,4,0.5626995439768081,nytimes,2018-11-20
text16951,4,0.41269716767213666,nytimes,2018-11-20
text16976,4,0.40363160781051227,nytimes,2018-11-20
text17057,4,0.30666879209933035,nytimes,2018-11-20
text10884,6,0.5092577904350991,foxnews,2018-11-20
text11137,6,0.2766598541447146,foxnews,2018-11-20
text3701,10,0.25420608100415026,breitbart,2018-11-20
text17015,11,0.5106112411391456,nytimes,2018-11-20
text17103,11,0.44292508718091916,nytimes,2018-11-20
text17106,11,0.3937017878855421,nytimes,2018-11-20
text10849,13,0.5286961598059498,foxnews,2018-11-20
text10892,13,0.5300952889693121,foxnews,2018-11-20
text10996,13,0.22044478687853625,foxnews,2018-11-20
text11017,13,0.4987183841461384,foxnews,2018-11-20
text10935,14,0.4463747496685114,foxnews,2018-11-20
text3878,1,0.6052581107600633,breitbart,2018-11-21
text3895,1,0.6969285892525247,breitbart,2018-11-21
text11042,2,0.5424108791319316,foxnews,2018-11-21
text11076,2,0.9168136277032193,foxnews,2018-11-21
text11090,2,0.5054397157012527,foxnews,2018-11-21
text11110,2,0.49351075175051706,foxnews,2018-11-21
text11266,2,0.38829696544072395,foxnews,2018-11-21
text11286,2,0.5173020404657906,foxnews,2018-11-21
text11297,2,0.7024277252594354,foxnews,2018-11-21
text11301,2,0.2696726131799277,foxnews,2018-11-21
text11070,3,0.40322623420964504,foxnews,2018-11-21
text11148,3,0.4609744244410352,foxnews,2018-11-21
text11210,3,0.5449250304292325,foxnews,2018-11-21
text17095,3,0.4584857470064445,nytimes,2018-11-21
text17114,3,0.7254697819578197,nytimes,2018-11-21
text17148,3,0.20964304284373977,nytimes,2018-11-21
text17159,3,0.8261095919826983,nytimes,2018-11-21
text17171,3,0.3582946550206761,nytimes,2018-11-21
text17264,3,0.44052520444007454,nytimes,2018-11-21
text17317,3,0.6241537968065224,nytimes,2018-11-21
text17347,3,0.476577573369958,nytimes,2018-11-21
text20828,3,0.8967025436488774,wallstreetjournal,2018-11-21
text17059,4,0.24203750120548423,nytimes,2018-11-21
text17071,4,0.48251498572853746,nytimes,2018-11-21
text11022,5,0.3520611081721425,foxnews,2018-11-21
text11051,6,0.32065359995382037,foxnews,2018-11-21
text3907,9,0.5669751689783897,breitbart,2018-11-21
text17068,9,0.3744666855434366,nytimes,2018-11-21
text17190,9,0.37533492965934795,nytimes,2018-11-21
text17021,11,0.24397642755038682,nytimes,2018-11-21
text17035,12,0.5555412034949441,nytimes,2018-11-21
text18699,12,0.6004116805744729,thinkprogress,2018-11-21
text11183,13,0.33905430931801395,foxnews,2018-11-21
text3823,14,0.19675665791000954,breitbart,2018-11-21
text11083,14,0.3164790050962635,foxnews,2018-11-21
text11170,14,0.6819269501881156,foxnews,2018-11-21
text17026,14,0.5002450795352997,nytimes,2018-11-21
text17119,14,0.48987404918192895,nytimes,2018-11-21
text11407,2,0.6625896189201403,foxnews,2018-11-22
text17158,2,0.32334189069988695,nytimes,2018-11-22
text17120,3,0.2563219388983396,nytimes,2018-11-22
text17132,3,0.3184152087585971,nytimes,2018-11-22
text17186,3,0.3748249498709501,nytimes,2018-11-22
text17385,3,0.7359926874777546,nytimes,2018-11-22
text17400,3,0.7257352188724804,nytimes,2018-11-22
text11231,4,0.31010149620414396,foxnews,2018-11-22
text17224,4,0.4993579411333801,nytimes,2018-11-22
text17345,4,0.3521440593751168,nytimes,2018-11-22
text3918,5,0.2442060333010672,breitbart,2018-11-22
text11418,6,0.379369040206628,foxnews,2018-11-22
text3908,9,0.2491892949317691,breitbart,2018-11-22
text11241,9,0.29998750640549293,foxnews,2018-11-22
text11359,12,0.16425430587735868,foxnews,2018-11-22
text17240,12,0.2915936933852965,nytimes,2018-11-22
text17241,12,0.2873762376813279,nytimes,2018-11-22
text11294,14,0.559449478174507,foxnews,2018-11-22
text17141,14,0.35201667266387604,nytimes,2018-11-22
text17142,14,0.3398669738931113,nytimes,2018-11-22
text17150,14,0.25762139136768286,nytimes,2018-11-22
text3999,1,0.44218364333382054,breitbart,2018-11-23
text18707,1,0.31676313577444865,thinkprogress,2018-11-23
text3920,2,0.646625641334124,breitbart,2018-11-23
text3982,2,0.5399434392996281,breitbart,2018-11-23
text3992,2,0.6533811651462729,breitbart,2018-11-23
text3993,2,0.7317674492844356,breitbart,2018-11-23
text11322,2,0.833283347076893,foxnews,2018-11-23
text11328,2,0.8472053837653616,foxnews,2018-11-23
text11360,2,0.7620136483179067,foxnews,2018-11-23
text11377,2,0.3699302134100264,foxnews,2018-11-23
text11379,2,0.7507025638410901,foxnews,2018-11-23
text11405,2,0.4678497428807297,foxnews,2018-11-23
text11467,2,0.6421974862703093,foxnews,2018-11-23
text17210,2,0.748432149704826,nytimes,2018-11-23
text17255,2,0.4208146190754004,nytimes,2018-11-23
text20879,2,0.6760325126323983,wallstreetjournal,2018-11-23
text3955,3,0.5596062677674907,breitbart,2018-11-23
text11336,3,0.6131759173935033,foxnews,2018-11-23
text11363,3,0.28102334389774997,foxnews,2018-11-23
text17257,3,0.4588699098353278,nytimes,2018-11-23
text17298,3,0.2337121717888372,nytimes,2018-11-23
text17329,3,0.47787568851356826,nytimes,2018-11-23
text17533,3,0.7627373126113725,nytimes,2018-11-23
text11354,6,0.6800675671416577,foxnews,2018-11-23
text11465,6,0.3292303867982871,foxnews,2018-11-23
text17232,8,0.2423356929468064,nytimes,2018-11-23
text17312,9,0.25709289285962195,nytimes,2018-11-23
text11321,11,0.2788753943941757,foxnews,2018-11-23
text11333,11,0.5375033818873122,foxnews,2018-11-23
text17275,11,0.32288622812249507,nytimes,2018-11-23
text17320,11,0.3980723605298676,nytimes,2018-11-23
text17327,12,0.4795761273529903,nytimes,2018-11-23
text11374,13,0.3857893041567068,foxnews,2018-11-23
text11337,14,0.3363590070760354,foxnews,2018-11-23
text11404,14,0.23526130370300666,foxnews,2018-11-23
text3989,1,0.47376480896022233,breitbart,2018-11-24
text4017,1,0.6113490413253964,breitbart,2018-11-24
text11428,2,0.24911546427157266,foxnews,2018-11-24
text11454,2,0.266931043628812,foxnews,2018-11-24
text11466,2,0.8436596981647565,foxnews,2018-11-24
text11492,2,0.943699032336349,foxnews,2018-11-24
text11575,2,0.9555033293577426,foxnews,2018-11-24
text11577,2,0.8555624036603258,foxnews,2018-11-24
text4066,3,0.2598383773125456,breitbart,2018-11-24
text11431,3,0.6533362412673612,foxnews,2018-11-24
text11548,3,0.7137834172017913,foxnews,2018-11-24
text17343,3,0.3746463872395203,nytimes,2018-11-24
text17293,4,0.3107023498109178,nytimes,2018-11-24
text11486,6,0.3417294117879247,foxnews,2018-11-24
text11579,6,0.25223891757467265,foxnews,2018-11-24
text11556,9,0.33545035426937775,foxnews,2018-11-24
text17307,9,0.35521927259089225,nytimes,2018-11-24
text4022,10,0.2529848111994909,breitbart,2018-11-24
text11567,12,0.3225574469163995,foxnews,2018-11-24
text17296,13,0.2811928598261093,nytimes,2018-11-24
text4091,1,0.5227137259339543,breitbart,2018-11-25
text4169,1,0.7041737729682314,breitbart,2018-11-25
text4070,2,0.7441134103280154,breitbart,2018-11-25
text11507,2,0.7693180800705993,foxnews,2018-11-25
text11516,2,0.3050570676250062,foxnews,2018-11-25
text11543,2,0.3850566038448703,foxnews,2018-11-25
text11544,2,0.4924524837906419,foxnews,2018-11-25
text11549,2,0.6796627254347434,foxnews,2018-11-25
text11553,2,0.6349151242019989,foxnews,2018-11-25
text11565,2,0.8698328703034822,foxnews,2018-11-25
text11570,2,0.5896158589683209,foxnews,2018-11-25
text4144,9,0.5764910449723443,breitbart,2018-11-25
text11584,9,0.3637673541162124,foxnews,2018-11-25
text18723,12,0.6642200775965985,thinkprogress,2018-11-25
text4167,13,0.44131220428247214,breitbart,2018-11-25
text11528,13,0.4190004490725032,foxnews,2018-11-25
text17469,13,0.3130715049473351,nytimes,2018-11-25
text4143,14,0.36696721047597475,breitbart,2018-11-25
text18719,14,0.20560249039893683,thinkprogress,2018-11-25
text4178,1,0.5891044425017451,breitbart,2018-11-26
text11667,2,0.22189998897250046,foxnews,2018-11-26
text11681,2,0.8336263154493805,foxnews,2018-11-26
text11682,2,0.8062496844004029,foxnews,2018-11-26
text11851,2,0.4358710754899058,foxnews,2018-11-26
text11852,2,0.4448156789845547,foxnews,2018-11-26
text17406,2,0.5391157430122322,nytimes,2018-11-26
text18725,2,0.24202736485314555,thinkprogress,2018-11-26
text18731,2,0.38586549149621524,thinkprogress,2018-11-26
text4103,3,0.2714619689832254,breitbart,2018-11-26
text4137,3,0.44207423290255443,breitbart,2018-11-26
text11598,3,0.9257697849770524,foxnews,2018-11-26
text11610,3,0.82797797244016,foxnews,2018-11-26
text11657,3,0.6988105809472699,foxnews,2018-11-26
text11668,3,0.46589230838084583,foxnews,2018-11-26
text11784,3,0.8947560016621301,foxnews,2018-11-26
text17473,3,0.42258896277911934,nytimes,2018-11-26
text11637,4,0.3198652654493558,foxnews,2018-11-26
text17411,4,0.24425433399765478,nytimes,2018-11-26
text17448,4,0.5292800813886746,nytimes,2018-11-26
text11662,5,0.2353641631067655,foxnews,2018-11-26
text11639,9,0.2894374174851775,foxnews,2018-11-26
text11653,9,0.3460847752660023,foxnews,2018-11-26
text17502,9,0.6028562408128412,nytimes,2018-11-26
text11589,11,0.3984438745611952,foxnews,2018-11-26
text17445,11,0.5629221002866066,nytimes,2018-11-26
text17484,11,0.5868769081494165,nytimes,2018-11-26
text4191,12,0.31114551115329725,breitbart,2018-11-26
text11861,12,0.3569961794273966,foxnews,2018-11-26
text17509,12,0.27510968169768885,nytimes,2018-11-26
text11765,13,0.3738910166791484,foxnews,2018-11-26
text18748,13,0.20200943177075015,thinkprogress,2018-11-26
text11605,14,0.5922862213273488,foxnews,2018-11-26
text11674,14,0.5091620938921464,foxnews,2018-11-26
text11700,14,0.3729464576400583,foxnews,2018-11-26
text17431,14,0.44062690772081675,nytimes,2018-11-26
text17475,14,0.2899446373262709,nytimes,2018-11-26
text18735,14,0.3568106908391188,thinkprogress,2018-11-26
text4250,1,0.5368117902626186,breitbart,2018-11-27
text4260,1,0.5943432581690469,breitbart,2018-11-27
text4207,2,0.6488725724071249,breitbart,2018-11-27
text11747,2,0.48362304557280306,foxnews,2018-11-27
text11771,2,0.7439352497483941,foxnews,2018-11-27
text11803,2,0.6162721241792299,foxnews,2018-11-27
text11811,2,0.5520653637620011,foxnews,2018-11-27
text11823,2,0.4223720574316832,foxnews,2018-11-27
text11834,2,0.5085915858402965,foxnews,2018-11-27
text11857,2,0.5717761420800012,foxnews,2018-11-27
text11966,2,0.8213690141280057,foxnews,2018-11-27
text11968,2,0.6543499546373641,foxnews,2018-11-27
text11975,2,0.49267589446886917,foxnews,2018-11-27
text11985,2,0.6286076712409023,foxnews,2018-11-27
text12030,2,0.6906105295279155,foxnews,2018-11-27
text12032,2,0.5110121891168292,foxnews,2018-11-27
text11991,3,0.6336289899648084,foxnews,2018-11-27
text18744,6,0.3879890964305212,thinkprogress,2018-11-27
text11733,7,0.3975405987555369,foxnews,2018-11-27
text11779,7,0.4392730867031229,foxnews,2018-11-27
text17527,7,0.2673239625683676,nytimes,2018-11-27
text12143,9,0.5380184079665993,foxnews,2018-11-27
text11759,11,0.5087811993581175,foxnews,2018-11-27
text17488,11,0.24512118319670387,nytimes,2018-11-27
text17654,11,0.2796135152000082,nytimes,2018-11-27
text11791,12,0.3777303637293611,foxnews,2018-11-27
text17612,12,0.5360637052250123,nytimes,2018-11-27
text11726,13,0.40681127974699377,foxnews,2018-11-27
text11924,13,0.23103902682103325,foxnews,2018-11-27
text11789,14,0.6353386444074507,foxnews,2018-11-27
text11808,14,0.3526948192873135,foxnews,2018-11-27
text12024,14,0.45047859949296243,foxnews,2018-11-27
text4316,1,0.6551793182765322,breitbart,2018-11-28
text4332,1,0.5694398592416442,breitbart,2018-11-28
text12010,1,0.26684987213102546,foxnews,2018-11-28
text21060,1,0.21101869047418215,wallstreetjournal,2018-11-28
text11986,2,0.4509732373781771,foxnews,2018-11-28
text11988,2,0.3954018648067921,foxnews,2018-11-28
text12023,2,0.3766092637482326,foxnews,2018-11-28
text12028,2,0.7517039251069086,foxnews,2018-11-28
text12039,2,0.41907148904825603,foxnews,2018-11-28
text12187,2,0.48196436509994656,foxnews,2018-11-28
text17597,2,0.3679439642108913,nytimes,2018-11-28
text18763,2,0.22217247994502773,thinkprogress,2018-11-28
text4209,3,0.42865094987933133,breitbart,2018-11-28
text4339,3,0.5937200236585388,breitbart,2018-11-28
text11997,3,0.41285262588461186,foxnews,2018-11-28
text12159,3,0.5926514809560515,foxnews,2018-11-28
text17528,3,0.4868627567380542,nytimes,2018-11-28
text17542,3,0.3085201624225973,nytimes,2018-11-28
text17592,3,0.5829928381326913,nytimes,2018-11-28
text17643,3,0.3057704267728829,nytimes,2018-11-28
text17657,3,0.4788250460435164,nytimes,2018-11-28
text17673,3,0.4404061400427226,nytimes,2018-11-28
text17791,3,0.4172753379029108,nytimes,2018-11-28
text17610,4,0.26690744665042154,nytimes,2018-11-28
text17719,4,0.25993984120262675,nytimes,2018-11-28
text17749,6,0.21692568504579396,nytimes,2018-11-28
text17756,6,0.29785484520311406,nytimes,2018-11-28
text17544,9,0.3888343787593593,nytimes,2018-11-28
text17744,9,0.6196269424222332,nytimes,2018-11-28
text4402,11,0.4828958898043871,breitbart,2018-11-28
text17529,11,0.5505390552907112,nytimes,2018-11-28
text17586,11,0.395148141786821,nytimes,2018-11-28
text4367,12,0.3369163941709933,breitbart,2018-11-28
text4390,12,0.24736735534008913,breitbart,2018-11-28
text11952,14,0.4919655710336059,foxnews,2018-11-28
text4357,1,0.6353218910596831,breitbart,2018-11-29
text4407,1,0.6272129858861386,breitbart,2018-11-29
text4552,1,0.6147692841250615,breitbart,2018-11-29
text4398,2,0.3135596468079992,breitbart,2018-11-29
text4525,2,0.4574077043745122,breitbart,2018-11-29
text12087,2,0.3907953527472197,foxnews,2018-11-29
text12208,2,0.358253099761973,foxnews,2018-11-29
text12227,2,0.8372053052523734,foxnews,2018-11-29
text12268,2,0.5059350760582811,foxnews,2018-11-29
text12313,2,0.7139416868611109,foxnews,2018-11-29
text17730,2,0.30638132490997844,nytimes,2018-11-29
text17764,2,0.3868645042675093,nytimes,2018-11-29
text17787,2,0.24867493308750632,nytimes,2018-11-29
text12069,3,0.3745357072550684,foxnews,2018-11-29
text12082,3,0.5858175147440479,foxnews,2018-11-29
text12262,3,0.46243316956797587,foxnews,2018-11-29
text17660,3,0.6177190994209432,nytimes,2018-11-29
text17712,3,0.46342842605797147,nytimes,2018-11-29
text17745,3,0.30713827582449377,nytimes,2018-11-29
text17767,3,0.43394211130254107,nytimes,2018-11-29
text17907,3,0.6086544721300559,nytimes,2018-11-29
text17941,3,0.5924021812906471,nytimes,2018-11-29
text17963,3,0.4277659065474693,nytimes,2018-11-29
text18779,3,0.4432574473817969,thinkprogress,2018-11-29
text18780,3,0.1699073826121766,thinkprogress,2018-11-29
text17679,4,0.3194672060071709,nytimes,2018-11-29
text17698,4,0.26097848202636775,nytimes,2018-11-29
text17829,4,0.24774763668352118,nytimes,2018-11-29
text4354,6,0.46002283849879244,breitbart,2018-11-29
text12270,6,0.2753593868815035,foxnews,2018-11-29
text17755,6,0.3972303484366747,nytimes,2018-11-29
text4383,10,0.6432281236039948,breitbart,2018-11-29
text17805,13,0.252007105537887,nytimes,2018-11-29
text17810,13,0.4468522460817928,nytimes,2018-11-29
text12113,14,0.38289498032801017,foxnews,2018-11-29
text12170,14,0.6016580385617066,foxnews,2018-11-29
text12176,14,0.4984497557666838,foxnews,2018-11-29
text12182,14,0.40412446967225524,foxnews,2018-11-29
text12188,14,0.43578046745335236,foxnews,2018-11-29
text12232,14,0.6337747347778716,foxnews,2018-11-29
text12290,14,0.4206506798561928,foxnews,2018-11-29
text12417,14,0.6204876058345722,foxnews,2018-11-29
text17680,14,0.3981292862240722,nytimes,2018-11-29
text17686,14,0.39014879634130406,nytimes,2018-11-29
text4543,1,0.3543604160847446,breitbart,2018-11-30
text4435,2,0.355909216465305,breitbart,2018-11-30
text4562,2,0.21948726342158964,breitbart,2018-11-30
text12295,2,0.7244955882317848,foxnews,2018-11-30
text12306,2,0.8247583890723628,foxnews,2018-11-30
text12323,2,0.5123323927691585,foxnews,2018-11-30
text12355,2,0.5671508084491864,foxnews,2018-11-30
text12412,2,0.3586676990390427,foxnews,2018-11-30
text12466,2,0.3664826530860274,foxnews,2018-11-30
text12471,2,0.4258564365789731,foxnews,2018-11-30
text12494,2,0.5095739610262249,foxnews,2018-11-30
text12495,2,0.5021823603099788,foxnews,2018-11-30
text17771,2,0.39760988381403106,nytimes,2018-11-30
text4556,3,0.41330403251410075,breitbart,2018-11-30
text17818,3,0.4240308928751606,nytimes,2018-11-30
text17820,3,0.8704400815085609,nytimes,2018-11-30
text17821,3,0.37877249602081187,nytimes,2018-11-30
text17837,3,0.7462591399662719,nytimes,2018-11-30
text17901,3,0.6384041540477312,nytimes,2018-11-30
text17919,3,0.381631831605463,nytimes,2018-11-30
text17828,4,0.3041262778846298,nytimes,2018-11-30
text12423,6,0.32615744964488297,foxnews,2018-11-30
text12273,7,0.26580911705077576,foxnews,2018-11-30
text12438,7,0.2566436006944569,foxnews,2018-11-30
text4481,9,0.2872239507770623,breitbart,2018-11-30
text17792,9,0.5427340036970427,nytimes,2018-11-30
text17905,9,0.5813149537558344,nytimes,2018-11-30
text12404,10,0.5307802275501762,foxnews,2018-11-30
text17916,10,0.25927271002621155,nytimes,2018-11-30
text12492,11,0.6051295261585,foxnews,2018-11-30
text17770,11,0.30802167522024543,nytimes,2018-11-30
text4548,12,0.3987737568246634,breitbart,2018-11-30
text17827,12,0.4428314359174967,nytimes,2018-11-30
text17895,12,0.2553836996671022,nytimes,2018-11-30
text12502,13,0.458988177774894,foxnews,2018-11-30
text12474,14,0.4453050957508348,foxnews,2018-11-30
text18812,14,0.4989577528839699,thinkprogress,2018-11-30
