document,topic,gamma,outlet,date
text1470,9,0.31997795908268983,breitbart,2018-10-24
text1496,9,0.2972490740118408,breitbart,2018-10-24
text14328,10,0.3557925475160135,nytimes,2018-10-24
text14350,11,0.3514010183186034,nytimes,2018-10-24
text14351,11,0.3514010183186034,nytimes,2018-10-24
text14354,11,0.21436154926054135,nytimes,2018-10-24
text14355,11,0.451777367406359,nytimes,2018-10-24
text14367,11,0.28721749637465954,nytimes,2018-10-24
text14887,11,0.21436154926054135,nytimes,2018-10-24
text6760,12,0.314752747591109,foxnews,2018-10-24
text8629,12,0.4478459213796766,foxnews,2018-10-24
text14230,12,0.43788921871574155,nytimes,2018-10-24
text14231,12,0.43788921871574155,nytimes,2018-10-24
text6869,13,0.47385156917150534,foxnews,2018-10-24
text6870,13,0.47385156917150534,foxnews,2018-10-24
text1519,1,0.6947327080851706,breitbart,2018-10-25
text1552,1,0.657085061760679,breitbart,2018-10-25
text6913,2,0.5247789996298884,foxnews,2018-10-25
text6936,2,0.9067443743123369,foxnews,2018-10-25
text6943,2,0.8072049942299397,foxnews,2018-10-25
text6945,2,0.5754674098421678,foxnews,2018-10-25
text6996,2,0.47666997774450093,foxnews,2018-10-25
text7018,2,0.792627044907407,foxnews,2018-10-25
text7030,2,0.2906365375770751,foxnews,2018-10-25
text7107,2,0.45487034902197104,foxnews,2018-10-25
text7119,2,0.694899272159291,foxnews,2018-10-25
text14399,2,0.3516526997133917,nytimes,2018-10-25
text14486,2,0.49908916551540483,nytimes,2018-10-25
text14520,2,0.5706296180898903,nytimes,2018-10-25
text6963,3,0.3109508660591343,foxnews,2018-10-25
text7125,3,0.2526599884319069,foxnews,2018-10-25
text14528,3,0.41467627036617916,nytimes,2018-10-25
text6984,4,0.3892129517235525,foxnews,2018-10-25
text14360,4,0.3980929294267962,nytimes,2018-10-25
text1487,6,0.3375864294727188,breitbart,2018-10-25
text7091,6,0.31132706708036,foxnews,2018-10-25
text7117,6,0.3166285038839206,foxnews,2018-10-25
text14446,6,0.25396366733673753,nytimes,2018-10-25
text14469,6,0.25989479110675073,nytimes,2018-10-25
text14472,6,0.26365762066914034,nytimes,2018-10-25
text14493,6,0.30944804804979964,nytimes,2018-10-25
text18287,6,0.3139824024234058,thinkprogress,2018-10-25
text18300,6,0.4813948408010729,thinkprogress,2018-10-25
text14384,8,0.4628331712362933,nytimes,2018-10-25
text1518,9,0.5754030194687864,breitbart,2018-10-25
text7039,9,0.5002617461091111,foxnews,2018-10-25
text18282,9,0.3052432079297632,thinkprogress,2018-10-25
text1533,10,0.4781012749300733,breitbart,2018-10-25
text6910,10,0.21087627556530467,foxnews,2018-10-25
text7008,10,0.5701829348124599,foxnews,2018-10-25
text7014,10,0.5111623073349881,foxnews,2018-10-25
text6952,11,0.24297190572777308,foxnews,2018-10-25
text6937,14,0.4316568483996681,foxnews,2018-10-25
text6960,14,0.4149731415036937,foxnews,2018-10-25
text7036,14,0.5526735353537982,foxnews,2018-10-25
text14447,14,0.23656721214909554,nytimes,2018-10-25
text1613,1,0.5929853876234141,breitbart,2018-10-26
text7065,2,0.5441248730463473,foxnews,2018-10-26
text7085,2,0.7024084815044723,foxnews,2018-10-26
text7142,2,0.5212095731013626,foxnews,2018-10-26
text7190,2,0.7533360865685828,foxnews,2018-10-26
text14481,2,0.38527112916819667,nytimes,2018-10-26
text7048,3,0.6214672723203621,foxnews,2018-10-26
text7194,3,0.2756057212933244,foxnews,2018-10-26
text7222,3,0.46628306549121223,foxnews,2018-10-26
text7230,3,0.46628306549121223,foxnews,2018-10-26
text14586,3,0.6879818207767645,nytimes,2018-10-26
text14664,3,0.7316655083678425,nytimes,2018-10-26
text7129,4,0.4361472875838793,foxnews,2018-10-26
text14607,4,0.2617559923481614,nytimes,2018-10-26
text1521,6,0.5179046125708328,breitbart,2018-10-26
text1607,6,0.22436987721347787,breitbart,2018-10-26
text1616,6,0.5606448172935752,breitbart,2018-10-26
text7051,6,0.36302223146092394,foxnews,2018-10-26
text7067,6,0.44114842302450846,foxnews,2018-10-26
text7150,6,0.4970623555894089,foxnews,2018-10-26
text7152,6,0.31078011692883306,foxnews,2018-10-26
text18295,6,0.5951496885138365,thinkprogress,2018-10-26
text1547,8,0.31819910807827617,breitbart,2018-10-26
text1603,8,0.5411195169496144,breitbart,2018-10-26
text7223,9,0.6995100497254705,foxnews,2018-10-26
text14602,9,0.2527022683113006,nytimes,2018-10-26
text14484,10,0.24175118545180488,nytimes,2018-10-26
text14573,11,0.5951592592940609,nytimes,2018-10-26
text8462,12,0.31275740514869,foxnews,2018-10-26
text14475,12,0.42890721143443855,nytimes,2018-10-26
text14560,12,0.4693733379152555,nytimes,2018-10-26
text14542,13,0.24274609670997663,nytimes,2018-10-26
text7219,14,0.3393376463277409,foxnews,2018-10-26
text14557,14,0.26723305546675347,nytimes,2018-10-26
text14623,14,0.5488788431579035,nytimes,2018-10-26
text1595,1,0.3362249180482967,breitbart,2018-10-27
text1703,1,0.3963721813321011,breitbart,2018-10-27
text1707,1,0.8003435427677822,breitbart,2018-10-27
text7172,2,0.748108168898199,foxnews,2018-10-27
text7207,2,0.5096945881703245,foxnews,2018-10-27
text7209,2,0.34559954724699055,foxnews,2018-10-27
text7241,2,0.3353151970180133,foxnews,2018-10-27
text7326,2,0.39289596914352737,foxnews,2018-10-27
text18313,2,0.4355708689762019,thinkprogress,2018-10-27
text7301,3,0.8597155426581472,foxnews,2018-10-27
text19797,3,0.816380934332903,wallstreetjournal,2018-10-27
text1669,5,0.5182205754939007,breitbart,2018-10-27
text1679,5,0.2403728698472972,breitbart,2018-10-27
text1681,5,0.623320602846755,breitbart,2018-10-27
text1711,5,0.37684193602544613,breitbart,2018-10-27
text7197,5,0.605754525790515,foxnews,2018-10-27
text7218,5,0.7203978294368257,foxnews,2018-10-27
text7220,5,0.718344338098778,foxnews,2018-10-27
text7225,5,0.3579287170389711,foxnews,2018-10-27
text7261,5,0.6280085139740531,foxnews,2018-10-27
text7268,5,0.5916318819432235,foxnews,2018-10-27
text7282,5,0.4487041563998823,foxnews,2018-10-27
text7287,5,0.3031595461310053,foxnews,2018-10-27
text7289,5,0.3642101078069508,foxnews,2018-10-27
text7293,5,0.6612928074686503,foxnews,2018-10-27
text7305,5,0.3459148633910828,foxnews,2018-10-27
text7310,5,0.6277911823352954,foxnews,2018-10-27
text7320,5,0.3820913972869701,foxnews,2018-10-27
text7322,5,0.5387404264585297,foxnews,2018-10-27
text7323,5,0.5204675306620045,foxnews,2018-10-27
text14561,5,0.4091208020124286,nytimes,2018-10-27
text14629,5,0.4265126844617633,nytimes,2018-10-27
text14670,5,0.26458244299628125,nytimes,2018-10-27
text14676,5,0.42342379976978206,nytimes,2018-10-27
text14683,5,0.32625913178723254,nytimes,2018-10-27
text14871,5,0.30192537717989487,nytimes,2018-10-27
text18315,5,0.2392918066422736,thinkprogress,2018-10-27
text7307,6,0.4994022657049607,foxnews,2018-10-27
text7462,6,0.49630826038247905,foxnews,2018-10-27
text14576,6,0.3842256456502116,nytimes,2018-10-27
text18310,6,0.5729020231038364,thinkprogress,2018-10-27
text1618,9,0.24704297805082515,breitbart,2018-10-27
text14624,9,0.2169938067165072,nytimes,2018-10-27
text1668,10,0.4773194363663299,breitbart,2018-10-27
text1670,10,0.37353679166702264,breitbart,2018-10-27
text1683,10,0.3650389745458122,breitbart,2018-10-27
text18324,12,0.3134782139675012,thinkprogress,2018-10-27
text14592,13,0.23487466987500863,nytimes,2018-10-27
text7184,14,0.44975740268153985,foxnews,2018-10-27
text1730,1,0.5545649620554954,breitbart,2018-10-28
text1735,1,0.5117051256831816,breitbart,2018-10-28
text1766,1,0.7615954454815906,breitbart,2018-10-28
text1787,1,0.5942328507951102,breitbart,2018-10-28
text7273,2,0.4250945127758479,foxnews,2018-10-28
text7302,2,0.4393173615019324,foxnews,2018-10-28
text18320,2,0.373598179925555,thinkprogress,2018-10-28
text18322,2,0.36006347981210773,thinkprogress,2018-10-28
text7436,3,0.24858742539699255,foxnews,2018-10-28
text14675,3,0.29927313837543257,nytimes,2018-10-28
text14737,3,0.6368630718303677,nytimes,2018-10-28
text14832,3,0.4149122582743212,nytimes,2018-10-28
text1678,4,0.23779334815508826,breitbart,2018-10-28
text14674,4,0.23237284104884076,nytimes,2018-10-28
text14695,4,0.3654787545927507,nytimes,2018-10-28
text14756,4,0.2718903787073991,nytimes,2018-10-28
text14880,4,0.3750804488448305,nytimes,2018-10-28
text1680,5,0.2994441510102751,breitbart,2018-10-28
text1686,5,0.3278186142187435,breitbart,2018-10-28
text1699,5,0.2471690537433211,breitbart,2018-10-28
text7245,5,0.3032123289834069,foxnews,2018-10-28
text7281,5,0.606422842342399,foxnews,2018-10-28
text7283,5,0.5613815297525926,foxnews,2018-10-28
text7284,5,0.37377704214849683,foxnews,2018-10-28
text7286,5,0.4064201978484837,foxnews,2018-10-28
text7288,5,0.6087080867316629,foxnews,2018-10-28
text7290,5,0.6717201139991694,foxnews,2018-10-28
text7291,5,0.7756444747850746,foxnews,2018-10-28
text7308,5,0.8991623502443,foxnews,2018-10-28
text7309,5,0.8654363445319568,foxnews,2018-10-28
text7311,5,0.8723566628272219,foxnews,2018-10-28
text7312,5,0.8920136781256454,foxnews,2018-10-28
text7315,5,0.8647525649726299,foxnews,2018-10-28
text7332,5,0.3479627647133421,foxnews,2018-10-28
text7381,5,0.39850267007618023,foxnews,2018-10-28
text7385,5,0.6870979399956715,foxnews,2018-10-28
text7386,5,0.6870979399956715,foxnews,2018-10-28
text7425,5,0.40810870225635143,foxnews,2018-10-28
text7426,5,0.5664939561599989,foxnews,2018-10-28
text7456,5,0.35956646508715606,foxnews,2018-10-28
text7464,5,0.870922696631052,foxnews,2018-10-28
text7526,5,0.8585523821600084,foxnews,2018-10-28
text14649,5,0.21812435367123723,nytimes,2018-10-28
text14650,5,0.4033007364695904,nytimes,2018-10-28
text14651,5,0.25204378132741573,nytimes,2018-10-28
text14680,5,0.44033271356387704,nytimes,2018-10-28
text14745,5,0.2261800433470318,nytimes,2018-10-28
text14831,5,0.3027731579096534,nytimes,2018-10-28
text14834,5,0.31967308622995133,nytimes,2018-10-28
text18317,5,0.4351020461979385,thinkprogress,2018-10-28
text1671,6,0.3883144370169355,breitbart,2018-10-28
text1704,6,0.3704021071550389,breitbart,2018-10-28
text7256,6,0.4635520047460425,foxnews,2018-10-28
text7321,6,0.35311937897058504,foxnews,2018-10-28
text7324,6,0.32551330590961447,foxnews,2018-10-28
text7325,6,0.7025055759799397,foxnews,2018-10-28
text7475,6,0.3069146077996652,foxnews,2018-10-28
text14800,6,0.5801315746134741,nytimes,2018-10-28
text14870,6,0.3465833085531474,nytimes,2018-10-28
text14873,6,0.3944153439238445,nytimes,2018-10-28
text18321,6,0.2540718880370578,thinkprogress,2018-10-28
text14644,8,0.47320890546804245,nytimes,2018-10-28
text14656,8,0.3808512200706203,nytimes,2018-10-28
text14722,8,0.46983476887856834,nytimes,2018-10-28
text14766,8,0.37798823585066443,nytimes,2018-10-28
text14789,8,0.32987523917746925,nytimes,2018-10-28
text1750,9,0.40349636147242834,breitbart,2018-10-28
text1687,10,0.38335733607142547,breitbart,2018-10-28
text1690,10,0.4732408858021769,breitbart,2018-10-28
text1696,10,0.25477876241493086,breitbart,2018-10-28
text1705,10,0.48086779385936457,breitbart,2018-10-28
text1706,10,0.3558287970943551,breitbart,2018-10-28
text1708,10,0.29271630566903756,breitbart,2018-10-28
text1740,10,0.4422563327506072,breitbart,2018-10-28
text1758,10,0.45034272663196445,breitbart,2018-10-28
text1777,10,0.4732408858021769,breitbart,2018-10-28
text7259,10,0.3958866897369334,foxnews,2018-10-28
text7285,10,0.2964489593203246,foxnews,2018-10-28
text7403,10,0.28974319971857526,foxnews,2018-10-28
text7450,10,0.4271112883474713,foxnews,2018-10-28
text1710,12,0.2601951146244633,breitbart,2018-10-28
text1793,12,0.335709561502928,breitbart,2018-10-28
text14689,12,0.35192288629525825,nytimes,2018-10-28
text18325,12,0.2520001983180256,thinkprogress,2018-10-28
text7294,13,0.3407819674194921,foxnews,2018-10-28
text7298,13,0.35018598426692826,foxnews,2018-10-28
text7337,13,0.3033398366446862,foxnews,2018-10-28
text7446,13,0.42223603924742453,foxnews,2018-10-28
text14657,13,0.317988511650145,nytimes,2018-10-28
text14677,13,0.35784613323765163,nytimes,2018-10-28
text14678,13,0.3256810364330792,nytimes,2018-10-28
text14768,13,0.31392464250387797,nytimes,2018-10-28
text14829,13,0.3111121592935411,nytimes,2018-10-28
text14830,13,0.35784613323765163,nytimes,2018-10-28
text7280,14,0.23132381139780328,foxnews,2018-10-28
text1719,1,0.40755155668414833,breitbart,2018-10-29
text1722,1,0.7213014145897635,breitbart,2018-10-29
text1739,1,0.5208259260922852,breitbart,2018-10-29
text1768,1,0.4365082448842179,breitbart,2018-10-29
text1786,1,0.6035715109853405,breitbart,2018-10-29
text1864,1,0.60492232678225,breitbart,2018-10-29
text1782,2,0.4781181982490972,breitbart,2018-10-29
text7338,2,0.41103180080937957,foxnews,2018-10-29
text7353,2,0.4835110430639342,foxnews,2018-10-29
text7357,2,0.5478743968560205,foxnews,2018-10-29
text7362,2,0.783448567128481,foxnews,2018-10-29
text7372,2,0.27290956433283753,foxnews,2018-10-29
text7444,2,0.7487314093088115,foxnews,2018-10-29
text7452,2,0.7741527757340728,foxnews,2018-10-29
text7453,2,0.7052891968296625,foxnews,2018-10-29
text7587,2,0.4397982673816182,foxnews,2018-10-29
text14711,2,0.4199537117247204,nytimes,2018-10-29
text14814,2,0.49881162755800407,nytimes,2018-10-29
text1868,3,0.21248559251786153,breitbart,2018-10-29
text7370,3,0.22766637739604964,foxnews,2018-10-29
text7399,3,0.3637380505680843,foxnews,2018-10-29
text7472,3,0.47832006691815987,foxnews,2018-10-29
text7491,3,0.87356992608064,foxnews,2018-10-29
text7545,3,0.8170817574083459,foxnews,2018-10-29
text14735,3,0.4166793188255039,nytimes,2018-10-29
text14896,3,0.7680981203933595,nytimes,2018-10-29
text14908,3,0.8206388588690002,nytimes,2018-10-29
text14909,3,0.3953648059057823,nytimes,2018-10-29
text14949,3,0.28055800764900435,nytimes,2018-10-29
text14725,4,0.35307627876590675,nytimes,2018-10-29
text14794,4,0.20425512923183942,nytimes,2018-10-29
text14799,4,0.361177059246156,nytimes,2018-10-29
text14812,4,0.6655594694577444,nytimes,2018-10-29
text14826,4,0.2678935317929638,nytimes,2018-10-29
text14827,4,0.28996653846181214,nytimes,2018-10-29
text1784,5,0.6820615805324742,breitbart,2018-10-29
text1785,5,0.4434758987957803,breitbart,2018-10-29
text1838,5,0.44484291586211544,breitbart,2018-10-29
text1840,5,0.4242381987842986,breitbart,2018-10-29
text7343,5,0.3866011403288583,foxnews,2018-10-29
text7348,5,0.3866011403288583,foxnews,2018-10-29
text7388,5,0.49469396615188627,foxnews,2018-10-29
text7411,5,0.361287280516564,foxnews,2018-10-29
text7424,5,0.6741760818157875,foxnews,2018-10-29
text7437,5,0.5615941866918311,foxnews,2018-10-29
text7438,5,0.5808445489316172,foxnews,2018-10-29
text7445,5,0.3468612715626889,foxnews,2018-10-29
text7451,5,0.6212212752858428,foxnews,2018-10-29
text7457,5,0.5240388619210726,foxnews,2018-10-29
text7458,5,0.6110687409481907,foxnews,2018-10-29
text7466,5,0.6906089482370746,foxnews,2018-10-29
text7467,5,0.3419596481626181,foxnews,2018-10-29
text7468,5,0.6987604614855258,foxnews,2018-10-29
text7469,5,0.797488537544341,foxnews,2018-10-29
text7471,5,0.7570375208950906,foxnews,2018-10-29
text7473,5,0.49768653659879747,foxnews,2018-10-29
text7480,5,0.3297278026396412,foxnews,2018-10-29
text7554,5,0.4390338216768169,foxnews,2018-10-29
text7631,5,0.6872410631604039,foxnews,2018-10-29
text14710,5,0.2888357436853892,nytimes,2018-10-29
text14811,5,0.4904279870539457,nytimes,2018-10-29
text14838,5,0.5251444206951504,nytimes,2018-10-29
text14922,5,0.24882973795996127,nytimes,2018-10-29
text14947,5,0.28716081856474596,nytimes,2018-10-29
text14950,5,0.4804948494953291,nytimes,2018-10-29
text14951,5,0.25303117161334127,nytimes,2018-10-29
text18354,5,0.41156300567297066,thinkprogress,2018-10-29
text1726,6,0.4808693372945245,breitbart,2018-10-29
text1796,6,0.3880797081226694,breitbart,2018-10-29
text1808,6,0.4782442667319844,breitbart,2018-10-29
text7375,6,0.33931753536181136,foxnews,2018-10-29
text7448,6,0.34886405346188953,foxnews,2018-10-29
text7470,6,0.6032324993985727,foxnews,2018-10-29
text7474,6,0.6264319843817093,foxnews,2018-10-29
text7644,6,0.37551093076173925,foxnews,2018-10-29
text7647,6,0.38311989362531707,foxnews,2018-10-29
text18326,6,0.544687112085077,thinkprogress,2018-10-29
text18332,6,0.27084002025697756,thinkprogress,2018-10-29
text18341,6,0.2132609140604319,thinkprogress,2018-10-29
text18342,6,0.48532253035309936,thinkprogress,2018-10-29
text18348,6,0.7481054835949978,thinkprogress,2018-10-29
text18349,6,0.5915207762725522,thinkprogress,2018-10-29
text14872,8,0.30376546034097157,nytimes,2018-10-29
text1755,9,0.24794263904262984,breitbart,2018-10-29
text1795,9,0.4071995783064331,breitbart,2018-10-29
text1815,9,0.29831013328338557,breitbart,2018-10-29
text1824,9,0.17007774153713417,breitbart,2018-10-29
text7412,9,0.313502320865878,foxnews,2018-10-29
text14801,9,0.3769197265351569,nytimes,2018-10-29
text1720,10,0.2641655976249749,breitbart,2018-10-29
text1773,10,0.3355675302145125,breitbart,2018-10-29
text1807,10,0.30103621910525435,breitbart,2018-10-29
text1825,10,0.3813536212647903,breitbart,2018-10-29
text1861,10,0.33593261681512937,breitbart,2018-10-29
text1909,10,0.5520962287441799,breitbart,2018-10-29
text7552,10,0.32815099206496723,foxnews,2018-10-29
text14921,10,0.29609773457849214,nytimes,2018-10-29
text1872,11,0.17352567695462828,breitbart,2018-10-29
text14790,11,0.3000890470160298,nytimes,2018-10-29
text14816,11,0.6003307562397078,nytimes,2018-10-29
text7540,12,0.3596405040530319,foxnews,2018-10-29
text7544,12,0.29568960701166924,foxnews,2018-10-29
text14772,12,0.28753689662993737,nytimes,2018-10-29
text14819,12,0.25799536494496983,nytimes,2018-10-29
text14828,12,0.21726759038865334,nytimes,2018-10-29
text14867,12,0.494770163411686,nytimes,2018-10-29
text18337,12,0.3159362876076553,thinkprogress,2018-10-29
text18347,12,0.450603034330586,thinkprogress,2018-10-29
text7406,13,0.4264916855111915,foxnews,2018-10-29
text7527,13,0.36381758785092877,foxnews,2018-10-29
text7628,13,0.37726025442174393,foxnews,2018-10-29
text14885,13,0.3138452068071521,nytimes,2018-10-29
text14779,14,0.2913131678204293,nytimes,2018-10-29
text1962,1,0.3820937252938811,breitbart,2018-10-30
text1983,1,0.6020695229369379,breitbart,2018-10-30
text14980,1,0.2643486131947999,nytimes,2018-10-30
text7506,2,0.8564712082071693,foxnews,2018-10-30
text7539,2,0.3088059407389446,foxnews,2018-10-30
text7547,2,0.5375637040048838,foxnews,2018-10-30
text7600,2,0.6324078588536408,foxnews,2018-10-30
text7618,2,0.3909523134550665,foxnews,2018-10-30
text7802,2,0.5459883137473251,foxnews,2018-10-30
text7859,2,0.5324055351904018,foxnews,2018-10-30
text1882,3,0.35678985971857796,breitbart,2018-10-30
text7559,3,0.40809737245840116,foxnews,2018-10-30
text7561,3,0.3427247866468277,foxnews,2018-10-30
text7661,3,0.4318607276546642,foxnews,2018-10-30
text14935,3,0.2707281115157071,nytimes,2018-10-30
text14970,3,0.4579582247812621,nytimes,2018-10-30
text15057,3,0.3269496994473541,nytimes,2018-10-30
text15067,3,0.517186486329038,nytimes,2018-10-30
text15251,3,0.723864238982997,nytimes,2018-10-30
text15268,3,0.6067947976071286,nytimes,2018-10-30
text14893,4,0.34615005561744283,nytimes,2018-10-30
text14942,4,0.5399046427690015,nytimes,2018-10-30
text14948,4,0.35006213520689106,nytimes,2018-10-30
text14967,4,0.4285798552494665,nytimes,2018-10-30
text15012,4,0.22392417433526415,nytimes,2018-10-30
text15060,4,0.20858884813729986,nytimes,2018-10-30
text1995,5,0.5164311672404226,breitbart,2018-10-30
text7524,5,0.482189463016998,foxnews,2018-10-30
text7531,5,0.36352005908193585,foxnews,2018-10-30
text7611,5,0.39894429926384223,foxnews,2018-10-30
text7615,5,0.6500984303267392,foxnews,2018-10-30
text7617,5,0.45156753327547416,foxnews,2018-10-30
text7632,5,0.5744702427113543,foxnews,2018-10-30
text7634,5,0.7016981893303025,foxnews,2018-10-30
text7636,5,0.6577863311866887,foxnews,2018-10-30
text7814,5,0.5058006193653201,foxnews,2018-10-30
text7864,5,0.5540233612228709,foxnews,2018-10-30
text7882,5,0.4183181318989834,foxnews,2018-10-30
text14917,5,0.45395289621343,nytimes,2018-10-30
text14940,5,0.39251242801409025,nytimes,2018-10-30
text14946,5,0.4233827885496691,nytimes,2018-10-30
text15038,5,0.2527866513874927,nytimes,2018-10-30
text15062,5,0.31570704841680236,nytimes,2018-10-30
text1865,6,0.3173142443913804,breitbart,2018-10-30
text1884,6,0.29124442903455805,breitbart,2018-10-30
text1886,6,0.4058175548340001,breitbart,2018-10-30
text1895,6,0.36966548593836723,breitbart,2018-10-30
text2019,6,0.25285020858939194,breitbart,2018-10-30
text7543,6,0.49785180036189114,foxnews,2018-10-30
text7608,6,0.4185716118582536,foxnews,2018-10-30
text7610,6,0.3528637978095472,foxnews,2018-10-30
text7651,6,0.4637427163815114,foxnews,2018-10-30
text7693,6,0.36286356911600903,foxnews,2018-10-30
text7766,6,0.2331650435610728,foxnews,2018-10-30
text14945,6,0.23750722486711584,nytimes,2018-10-30
text14959,6,0.26997093276154294,nytimes,2018-10-30
text15029,6,0.37448684019545353,nytimes,2018-10-30
text18350,6,0.5220307047069984,thinkprogress,2018-10-30
text18363,6,0.39512121951143014,thinkprogress,2018-10-30
text1862,8,0.4468331026306249,breitbart,2018-10-30
text1889,8,0.6466844137161984,breitbart,2018-10-30
text14912,8,0.38486084080377536,nytimes,2018-10-30
text14936,8,0.27240894298542384,nytimes,2018-10-30
text1821,9,0.3938365298368493,breitbart,2018-10-30
text1876,9,0.5709984848206855,breitbart,2018-10-30
text1877,9,0.6013915831132255,breitbart,2018-10-30
text1883,9,0.4249960305667139,breitbart,2018-10-30
text1924,9,0.4276296016643867,breitbart,2018-10-30
text7508,9,0.5085631240282447,foxnews,2018-10-30
text7583,9,0.32943926223388187,foxnews,2018-10-30
text7627,9,0.47476693497411626,foxnews,2018-10-30
text1832,10,0.33964272079812224,breitbart,2018-10-30
text1839,10,0.43443937849948977,breitbart,2018-10-30
text1896,10,0.18833436190157493,breitbart,2018-10-30
text1975,10,0.23929475502325295,breitbart,2018-10-30
text7652,10,0.604887159910399,foxnews,2018-10-30
text14895,10,0.3924191171832071,nytimes,2018-10-30
text1852,11,0.24224866548224233,breitbart,2018-10-30
text7640,11,0.5930254096788206,foxnews,2018-10-30
text15511,11,0.3573293964538954,nytimes,2018-10-30
text7494,12,0.4665547741800659,foxnews,2018-10-30
text7725,12,0.2525162442477625,foxnews,2018-10-30
text14987,12,0.1800590963733085,nytimes,2018-10-30
text15054,12,0.3734008645880237,nytimes,2018-10-30
text15072,12,0.33557487278549397,nytimes,2018-10-30
text18351,12,0.34196026504705485,thinkprogress,2018-10-30
text7595,13,0.5182291633078004,foxnews,2018-10-30
text1870,14,0.38125904334593713,breitbart,2018-10-30
text7664,14,0.4424774232689608,foxnews,2018-10-30
text7665,14,0.5274499685923358,foxnews,2018-10-30
text14974,14,0.4288568331469662,nytimes,2018-10-30
text15005,14,0.4992522848233227,nytimes,2018-10-30
text15149,14,0.30164671594896675,nytimes,2018-10-30
text2049,1,0.8472293651464883,breitbart,2018-10-31
text2067,1,0.547618424910951,breitbart,2018-10-31
text2113,1,0.5075966268707518,breitbart,2018-10-31
text1940,2,0.4044949382884446,breitbart,2018-10-31
text7752,2,0.5006235165976349,foxnews,2018-10-31
text7831,2,0.7413582685414345,foxnews,2018-10-31
text7982,2,0.30620264294549027,foxnews,2018-10-31
text8081,2,0.36323839106807004,foxnews,2018-10-31
text7804,3,0.3773251175847921,foxnews,2018-10-31
text7823,3,0.6461264213365266,foxnews,2018-10-31
text7848,3,0.6670383986083821,foxnews,2018-10-31
text7993,3,0.7429188597559192,foxnews,2018-10-31
text8041,3,0.3127264266860302,foxnews,2018-10-31
text9058,3,0.7862435139460913,foxnews,2018-10-31
text15087,3,0.3812711700639992,nytimes,2018-10-31
text15298,3,0.6550158655750303,nytimes,2018-10-31
text15481,3,0.5515562428416605,nytimes,2018-10-31
text15001,4,0.21153921366812925,nytimes,2018-10-31
text15061,4,0.4019437348879924,nytimes,2018-10-31
text1967,5,0.5571814812184841,breitbart,2018-10-31
text2001,5,0.45842215885000276,breitbart,2018-10-31
text2046,5,0.38434883363436245,breitbart,2018-10-31
text7795,5,0.4805614544651034,foxnews,2018-10-31
text7796,5,0.5255218829211832,foxnews,2018-10-31
text7815,5,0.5734415187091927,foxnews,2018-10-31
text7856,5,0.475770029981784,foxnews,2018-10-31
text7865,5,0.6936950355519476,foxnews,2018-10-31
text7866,5,0.6223900541147982,foxnews,2018-10-31
text7870,5,0.3322172694476944,foxnews,2018-10-31
text7907,5,0.4013288869017232,foxnews,2018-10-31
text15059,5,0.3143053972242522,nytimes,2018-10-31
text15186,5,0.5707063791248593,nytimes,2018-10-31
text15196,5,0.39762325107498214,nytimes,2018-10-31
text19967,5,0.26538623944063394,wallstreetjournal,2018-10-31
text1935,6,0.4491090599034339,breitbart,2018-10-31
text1959,6,0.40412711341609564,breitbart,2018-10-31
text7711,6,0.36688178146983613,foxnews,2018-10-31
text7760,6,0.4742665472767264,foxnews,2018-10-31
text15112,6,0.19999112962309804,nytimes,2018-10-31
text15118,6,0.3245713105000804,nytimes,2018-10-31
text15198,6,0.3205773690144121,nytimes,2018-10-31
text18376,6,0.5531801236879831,thinkprogress,2018-10-31
text18382,6,0.652215834839823,thinkprogress,2018-10-31
text19950,6,0.4105266228102746,wallstreetjournal,2018-10-31
text14992,8,0.48348024465963674,nytimes,2018-10-31
text15000,8,0.268853797421846,nytimes,2018-10-31
text18370,8,0.4016798226174017,thinkprogress,2018-10-31
text7697,9,0.3469647264622123,foxnews,2018-10-31
text15132,9,0.2263152178791421,nytimes,2018-10-31
text15220,9,0.35376699968908015,nytimes,2018-10-31
text18371,9,0.4389802457772728,thinkprogress,2018-10-31
text1922,10,0.28231024597504173,breitbart,2018-10-31
text1987,10,0.3876722455992935,breitbart,2018-10-31
text2089,10,0.38406672368018413,breitbart,2018-10-31
text2118,10,0.3403694895009339,breitbart,2018-10-31
text15034,10,0.2647528411711908,nytimes,2018-10-31
text15200,10,0.29078009554351747,nytimes,2018-10-31
text15047,11,0.6249109260772975,nytimes,2018-10-31
text1989,12,0.39833032143736496,breitbart,2018-10-31
text2031,12,0.26440592449783634,breitbart,2018-10-31
text14996,12,0.450119115341388,nytimes,2018-10-31
text15052,12,0.2777634929588984,nytimes,2018-10-31
text15083,12,0.6503973978126265,nytimes,2018-10-31
text7705,14,0.4070943609422861,foxnews,2018-10-31
text7733,14,0.43681449624988733,foxnews,2018-10-31
text7780,14,0.3802089473390637,foxnews,2018-10-31
text7792,14,0.3059834018063824,foxnews,2018-10-31
text7816,14,0.5419564162673955,foxnews,2018-10-31
text7817,14,0.5419564162673955,foxnews,2018-10-31
text15008,14,0.38953270253680855,nytimes,2018-10-31
text2072,1,0.751670933641568,breitbart,2018-11-01
text2080,1,0.5627857321167085,breitbart,2018-11-01
text2111,1,0.6619922984089446,breitbart,2018-11-01
text7895,2,0.5449373891045174,foxnews,2018-11-01
text7921,2,0.6600593388065423,foxnews,2018-11-01
